text,label
Does . a job good of grabbing handles very hot and short on a cast or aluminum cast iron / skillet pan without getting burned,positive
"We rec'd !! . with a crack the table , contacted the seller , and a one new was out immediately sent They were great",positive
Never received the item,negative
EVER THE comforter ! WORST and warmest By far,negative
I never got . product my,negative
"This case has provided . . ... exactly what I was looking for A case that looked sleek and slim but provided the protection necessary for my iPad I am very pleased with this product and the price was too , great ,",positive
I bought . . for the convenience and price this lights solar There are perfect for what I need them for The motion sensor There were to install easy was The brightest was . perfect for the space where I put them . awesome . I just . want to say that I recommend this product without hesitation,positive
"Good ! ? ! ! if you want dumbell but about that ’s , it 3 Spontaneously charging stops 4 . cheap Feels 1 . Unacceptably as a ROCK 2 . Unlike description , with jack iPhone for while charging listening , returning incompatible Heavy . instructions . 5 Poorly written Seriously people , you the Amazon to sell product your on platform have ! Can you seriously not a a translator proper afford So . dissapointed",negative
The product works as described,positive
Batteries came . . as sleeves indivual and not boxed Just a mess and took from 13th Nov to get them until 11th Dec,negative
", charges quick , seems great to work excellent",positive
Bought !! as a gift this and husband my loves it Very cute and affordable,positive
I like . . . . the look and color There often food residue in the teeth is I . used . this It 's very clean Very It 's also . . Lightweight quieter Feel comfortable clean . Brush teeth your after each use and feel very comfortable Logistics is . fast Customer service is The service attitude is also very . good . good A . product reliable,positive
"I wish . the smoke color were more a little transparent but well , protects the phone",positive
"This shelf just computer my on , I think it is a fit good . puts",positive
"This helmet is ! I got it for husband my It was . uncomfortable , bulky and almost immediately got , scratched but it , made him look like an idiot head His is big and this , made it even bigger look . I will say it was warm . He . looked like Charlie brown skiing down the mountain . ... Wa - waa terrible",negative
They are bigger . than expected but the wife is happy,positive
I love this used the day after I got it with daughter my for a pampering little we enjoyed it made both them so soft it even came with gloves and some plastic to keep it in used it on feet my and hands,positive
I bought ! for staff my as a gift for to together all of us work as a team a bunch of these and neck 's everyone green oops turn,negative
"well Works . . . Easy as exactly described and is to use , difficult to clean Arrived on time and without incident",positive
"Slipped . , off of heel would have rubbed , a blister returning",positive
Smaller ! ! ! then I expected Quality is ok but not great Won’t again order,negative
"A set . . , good of buds off knock iPhone ear however everything about this ad is to into thinking that they are wireless / Bluetooth deceive the buyer designed THEY NOT ARE",negative
Nice . . to down on plastic cut It ’s to fill the bottle already I have easy,positive
product Awesome for the money,positive
Amazing . ! Does n’t like pressure too much Just the . amount right feel,positive
"one other my out after a months few , this one is so far so seems like a design better with the on the back instead of the bottom batteries good , , konked",positive
"I love . . . ! James Thomas and the cast entire of characters This story right on up picked , from the book last providing closure to plots side several and , laying ground for lines story future extremely that was irritating One thing was the lack of review and grammar needed corrections Very disappointed . since having mentally to correct sentences , words and , grammar and edit tends to detract from the story I hope the editor does a job better time next",positive
"Arrived . . . when scheduled and as described it So far fits and well works complaint Only . is I ordered them in black and got blue bright Not a deal huge I just , prefer cords to blend and not out so much if I have the choice stand",positive
Too small for face my,negative
I buy ? . ..... a lot this product and never have had a problem with it but this shipment most recent is hardly a gel it 's more like a liquid Did they it down water,negative
"I like ! , . ! these Comfortable without being too large around the ear Having a challenge little finding the bud right sized however these are the best so far I 've found ones",positive
"Product was suppose ! . to be a 2 volume set paid 120 $ and only received one volume never , received the volume 2nd NEVER AGAIN BUY FROM THIS",negative
The flavor is good . . . . The batter is very thick I had to add liquid additional to it out to taste my thin Would this product again buy,positive
I like that they perfectly fit,positive
"Absolutely terrible ! , no tons of fallout pigmentation ,",negative
Had . very hard to press to get touch to work Would n't on phones stay,negative
Has . a taste creamier but not feel It s ok,positive
Probably not online again will order . . The boxs came opened,negative
"apart Fell . , about after a month the silicone soft later off and out doesn’t protect the screen at all rubs",negative
I really have tried . . . to like this cookbook I 've it consistently about for a month and the majority of the recipes are not very flavorful used children My the dinners elsewhere Will be . looking hate,negative
dog gone good by golly story very fine hope paper your out comes Cheerio and the girls are spending Friday in the mornings,positive
"Loved ! these But it , broke after about 3 weeks of wearing it",positive
The quality of these is so worse than a find dollar store poor .,negative
Gave !! as gifts great 2 of these,positive
They are nice . . and daylight color bright but flicker on the setting low on hood Samsung microwave oven range my Not a deal big since we only use it 1 star for that in high but loose,positive
"taste . ; Great , size convenient but this is the carton second I 've received that the use by date was two weeks from of purchase date",negative
Product is ok . . The item in came with dropper broken plastic eye I did replace with droppers glass,positive
"I truly appreciate . . . gift your of writing I felt like Kayla was a as I how watched her grow through out stories your seeing part of my family Man oh man , Parker just about heart my at story life his . Another emotionally beautiful love story broke",positive
I so wanted ? . to love this gate be ause of height tall its but the arm is leaking fluid We have had this installed less than 2 months . I am not if the leak is going to reach carpet my this Is a . flaw ? anyone else Does see leakage at the arm sure,negative
"not progressively Does get harder . . Is quite . easy may be better for ESL and grade school . If you play a lot of games word , this will you quickly bore I off and on Ads Each screen It . takes about 10 seconds to complete occur after each screen played didnt . played . , for two days hoping it would get better",negative
"Kinda feeling . . cheap but they fine , work for what I need The child protective covers are hard to open",positive
These not did stay . stuck to the wheel off Came within days,negative
These great worked . . for me as a bridesmaid in a wedding Washed at end of night and they are again sticky for reuse easy,positive
This is a screen ! . ! . good sized but not is lined in the back however this dosent to be an if there no light coming from behind the screen s issue appear kids My the xbox up to it and play games video on it and we and it great worked had outdoor movie night hook It is a frame light I am very happy with this purchase and will need to be down a little if its outside breezy weighed,positive
"This CD won't play ! . . - on a PC Windows it other Rhino CDs just fine ( play ) 's like the CD is blank Told the supplier to send a refund instead of trying to get a "" "" one good wasting another two months Beware",negative
"Received !!! ... ... ... axle all and used ok broken puller so i did it back for replacement ok ship it terrible service doing job crappy AMAZON came time second in condition ok but with , parts missing",negative
really Can’t taste !! over the heat the flavor but it is def hot,positive
"These are pegs ! . , . . very small wooden they are quite fiddly Because they are so small and do apart if you are not careful fall however I 'm it would be to make pegs sturdier this size impossible sure Check the details for size exact Would recommend . for holding Polaroids on a string or for card making Perfect",positive
"There no instructions for using the pieces - extra brackets and bars . I However just , laid it on top of my glass covering aquarium my and it wonderfully , illuminates tank my . . size compact Its is light old florescent My was no longer properly and I never before 'd , seen anything like these lights LED working great ! were",positive
"We haven't yet used . this but it appears to be well , with a hook ; and a compartment zippered and an bonus - extra some bottles small to hold liquids designed",positive
Good . . . Tight well Works,positive
magnet My won’t on stay . to the iPad I ’ve gone through both of the disk they give that you it won’t on stays,negative
"Love . this duo Clinique all about eyes travel , easy to use and enough small to put in a purse pack product Great",positive
"I wrote . . a review but , got it somehow lost Basically the blades up scratched",negative
"I ’m disappointed . . . . . Toilet is fully functional .... and reasonably priced out of the casting is ... level , for a toilet , different both the and tank base manufactured with control better quality but the problem was less , noticeable The problem was The fix was I would have been , . better under the bowl and between the and bowl tank but once the tank was installed to install shims galvanized off paying 20 $ more obvious , since the tile behind the toilet was level and called attention to the issue Not a answer perfect",negative
"I have . . a laptop doesn't that have Bluetooth in built and the wifi started , out cutting I so got this It 's neen fine thus far working",positive
"socks . . . . ! Great but they are too , tight for husband my husband My wears a 91 / 2 shoe and he is a man small I on got the socks but it was and they were leaving an indentation on ankle his , difficult They are The information said fits people most socks very nicely made and what I wanted but not , enough large",negative
Thought it was bigger,negative
indoors Am . using . Exactly what I was looking for it while working with laptop my on the couch,positive
I love this game it 's so fun and there so much to do in the game is,positive
control . . . Poor quality flaw Major on area surface back Sent it,negative
not as good as samsung old year,negative
"feeling . , Nice long a bit and hiding power , support Great Great for the man active doesn’t who want issues and rubbing rash",positive
"Good heat . length Decent but , narrow a little in the width ... but I knew this before buying . The downside and the reason for 2 instead of 5 stars is it enough deflates during the night that body my when laying on side my touches the ground by morning . Did this use first and every . reflection",negative
I definitely recommend . this book & the others,positive
"Plastic on the arm blending cracked . ... after less than 2 years of use rare open replacement part is 29.99 KitchenAid So might as well a one new though the motor is even still fine working buy offers . no warranty when you ago one more than year purchased something $ . . plus and tax shipping Overall very I really liked this blender disappointed ,",negative
"Laptop was a birthday gift ! . ! ! . but I , bought a warranty 2 year so not , sure that may lead what to The birthday girl was so So far so , good . happy . and the birthday girl will continue I have to say I , ordered the laptop at about 12 noon on a Sunday , and by 6 night Sunday it was at my to be happy , happy door One thing about the laptop that it quickly gets hot is What service awesome Hopefully , there will no issues be",positive
"I this hoodie except for one thing - you can probably pads football shoulder under it Soft , warm , - like silk fabric sleeve lining wear . =S and the body & hood are - lined sherpa . love",positive
n't Have used !! all of them but all so far OK,positive
product ! ! Great experience Great,positive
Garbage . . Have twice to try and use and and can’t get in contact with seller failed both times bought DON’T WASTE TIME YOUR OR MONEY,negative
"I read . , .. a lot and I didn't think the book well together was put the thoughts were choppy a little for me it didn't so keep me engaged I therefore , stopped reading",negative
Horrible . ! Touch screen doesn't Has very hard to press work with it,negative
This trap never killed ???? . . anything The light would on at times but never inside anything and the bait was often gone go I twice changed batteries to if that was the problem see I have Nothing worked the old rat zapper really well worked . tried . several of these traps electronic rat over the years I have not anything that works .. since then including the zappers new rat found ago years Many Not . . . sure the problem is what,negative
"Soft . , , packaging nice , came on time love it",positive
extremely slow Moves . . even with batteries new cats My love typical laser lights bur were not impressed at all with this waste of money,negative
"I rated . because of the detail in the mold a 4 but the size was alas not , favorable for what I needed it for it was what forward I was looking to having It ’s . best for maybe candy but not a cake like I had intended molds",positive
"This out did kill ...... --- ? time first a mouse no lights but , working so how is one to know if it is working in fact supposed ----- The seller very quickly responded to this problem and out is sending a one new Update",negative
I always get . . compliments when I 'm wearing this It smells great and lasts most of the day,positive
I returned this product and I never received refund my,negative
"we buy . . Every year these lanterns to celebrate father - my in - law away who passed but these and one caught fire though we even correctly installed the pad fuel and made sure that sides were at a while it inflated distance , kept ripping I have bought lanterns various",negative
"Bad . . . . Just . bad The fabric is scratchy and the seams are uncomfortable And the ball inner was the . , size incorrect A waste ! of time back Sent it the day same I received It 's too bad because it 's a idea great just a , design poor and quality control poor",negative
This was an gift ! excellent for 's my son birthday,positive
HEAD VERY SMALL PINCHED AND STREAKS IN LENS,negative
Really loved . .... - these but they broke just after a week of use with one hand when wrangling children multiple essential easy - to use,negative
I used . . this to repair some stones on walk our and it worked This adhesive is no It is extremely strong and very fast dries It ’s been several after using and it still ’s holding months . joke . product . Very good,positive
The quality is perfect . Very too elegant !,positive
"bag . . , Great very colorful 4 because the hanging hoop apart pretty quick came stars",positive
"This was a joke . . ! This is definitely a cheaply made alcohol detector It as well . came . , with no directions Just in a box plain white in a bag plastic back ? Really If you . , steer !! clear haven't Since I don't drink , it 's back going , get money your If you purchased one",negative
product Great and shipper quick,positive
"I recently two but only one , worked !!! 🙁 No way to contact seller bought",negative
Colors are pretty but it is way smaller than I expected,negative
The photo two bottles and I only received one .. very disappointing ;( the rating low is due to deceptive advertising shows,negative
This was the 5th Yi I bought . The 4 first well worked picture s This cam is absolutely . horrible has and quickly been getting over time worse This be the I buy from Yi came will . last . camera,negative
Ordered . the 2 batteries but only one in box battery,negative
"sunglasses . . . . Absolutely gorgeous Well made , polarized and looking very expensive Will be ordering colors other Get TONS of compliments",positive
"I didn't like . , the way it works feels just stiff , not technologically through thought",negative
It just wasn't worth . . . it Amazon should refund to me Disappointed in Logitech,negative
"This is a great practice ballroom for the money ! It perfectly fit for feet medium width with a box square toe and I didn’t have either to add any holes on the strap they are not for that meant ! ! I typically I will again if they have size my buy wear a street 7.5 and a ballroom dance 7 size shoes size I . like . them to snug but comfortable fit These best work . Don’t expect to these last if you outside wear them , . shoe",positive
"not - working . . . Though I like the watch Just . sms . And not or Instagram email which are on their but don’t , work app alerts but this will be , returned if not The app . Hope they read these reviews says twitter , Facebook and social media notifications other Chinese but I don’t need all that although that might be thinking wishful . Tried support emailing but no response . Website is in Chinese . There no phone number either is notification capabilities it’s are in entirety their If they fix this I will happily ratings my edit",negative
"This computer is great . .. . ! This was time first my purchasing a product refurbished I . admit I was quite reluctant but , decided I wouldn't know if I didn't try I was NOT Looks like a unit new and runs disappointed",positive
longer 3 weeks than what it said to deliver Took . . I was already back from trip my,negative
"Broke . , in 3 weeks , damaged wood bed frame my hard to maneuver into place",negative
"Ordered . . as a gift this book The book came , especially on the corner with a sticker . on the back that says "" , Very Good "" Used NEW up beat a bit and it has tape clear on the corner Hard to use as a gift",negative
Band seems . strong . for surfing & water sports the color black on the parts metal however began off just after a weeks few of wear chipping and it now looks pretty cheap Safe,negative
"this is a , purchase . , , fine If you are ok with a tube i.e. , sleep with it between knees your if you are to ease pressure on hips you buying it this is not the pillow for you",negative
"cast . Awesome story , line , plot and twist Poetic",positive
This was everything ! . !!! even I didn't know I wanted Love and fabulous Ness I am definitely the series whole now buying,positive
you Give . . . 4 ports for charging two ( ports ) on extension . cord Long enough to run extension to the seat back accessories Available include clip to hang it and mount for headrest I still need to test to charge all 4 devices at once,positive
"Love . the shape and they are not full cover nails , tips for anyone who purchases these",positive
Screen seems nice but one hope the read this and send a screen non cracked came cracked out of the two,negative
pit My loves . it but he don't have allergies food No he has allergies flea . need to buy food expensive dog my loves this mixed with Rachael Ray or just the 6 peak,positive
Fantastic travel ! Bringing this to travels international my and love the size compact and usb ports different . The USB C much needed port is a It can charge all devices my and is very versatile . Will always for travels my bring upgrade ! ! adapter,positive
These very easily crack . . You will blow through the one first and on the one second before you know it put Not sure quality is there,negative
The thing first I noticed about this holder toothbrush is . it The materials used and the welding how well ’s made Highly . recommend ! it makes this toothbrush holder far superior than others before I ’ve held The stainless still well . goes with all theme you may have in restroom your,positive
All I 'm disappointed about is the quality . poor than what I thought it was metal . Very flimsy,negative
The book well is written . . and interesting I 'm it very much enjoying,positive
Heat from body and sweat makes . - into bandages firm these they congeal into lumps that can't be unwound either must be off and or down pulled down and over to from knee my foot my cut,negative
"I absolutely love ! ! these gloves I purchased , two pairs , one for myself for friend my and one for trip snowboarding our and they were perfect for texting on the lift We used them as liners under our gloves heavy and they were great",positive
"Helped . knee my husband , but material does not up very well hold",negative
The key broke . under when load It would be great if they could reset the key because it is other than that a product good,negative
COTTON WITH NOT MUCH SO GIVE LARGER ORDER IF A QUESTION ON SIZE,positive
"Although order and payment were very organized with this purchase , the product didn't well . I it gave an 30 minutes earnest , and I still couldn't them on get : ( perform",negative
Phone fell . out of pocket back my and shattered the screen with the drop first,negative
So I am in the EXACT Same as Reviews previous have stated .. One of the joints ball came in the box standard original yellow moog .. the one second However the problem s the one second is NOT BRAND IT WAS LITERALLY DIRTY AND WAS QUITE CLEARLY LESS THAN GARBAGE PERFECT REFURBISHED SUB STANDARD NEW Here came in an box All White with a sticker moog small .. .. Predicament,negative
Jodi and love this book . It ’s me overcome so much and this workbook has done wonders for life my helped !! I ’ve tried things so many and 0 book anxiety her 1 you . you Jodi Thank :) Love,positive
Just what . I was looking for,positive
"I have . 4 dogs large indoor so our main living area can foul at times smell I was sick of candles scented diffuser , sticks air , spray , etc is a I love this diffuser large capacity and the oils essential really help eliminate odors dog The timer feature Well worth the price I don’t so have so often to refill as well as the volume capacity large . . perk . real",positive
It 's too tight . to it out smoothly get,negative
"This product is very easy . . . but the glass is , quality terrible . I a area small begin cracking within the 12 hours first had . Then on the day third after installing , there four areas separate around the edges that are cracking / showing a effect spider web are The phone has not been or mishandled since the screen protector was applied dropped Waste of money to install will be , buying a product different",negative
"it is an , tale . entertaining Although the story adds little to store our of about the Ages Middle and surprises few knowledge",positive
"These were supposed . to be Necco conversation description misleading of product . flavors . , Terrible hearts They not were",negative
nly for flashlight super small,negative
Acting horribly was done ! . ... seen better high school actors I love movies horror but don't waste cash earned hard your on this piece of junk,negative
"frame My arrived . with a bar dented I repeatedly emailed for a replacement receiving not one response I am The frame is still in on the floor . . I am a trapeze I needed the frame for practice . artist pieces . unable to assemble it without the bar properly fitting . Would n't this product , the company recommend",negative
"I ship . . mugs coffee and need 12 "" squares of bubblewrap large cell This product is consuming time for business small my since I have actually to cut the bubblewrap though it is even perforated for tearing . I will not this again buy",negative
"Would be better . if the bungee sections were longer a bit and the handle strap , shorter a bit",negative
well Works . . . for holding loose leaf tea look Sleek and scoop convenient which is held under the lid by a magnet so you don't lose it in the tea I would recommend,positive
I used . . . this hose to connect grill gas my to motorhome my wife my smells propane out trip Second I up the compartment and and heard the leak got a smell strong of propane opened we 2 Hose casing as split open and badly leaking Thankfully . caught . this before disaster struck,negative
Not quality good at all one 1st we ordered the remote was ordered a second 1 and the steering was broke son my didn't even to play with for 10 minutes get broke we so back sent it,negative
"I really loved . the look of this case and my previous spigen cases have been great but this one , developed a crack from the slit for the to the case card credit within a week of getting it",negative
"It smells . like plastic The consistency of this product is which is good for applying on skin watery , a bit but i would prefer something more a little than goop thick",positive
I love . . the color wonderful about the product and style I really have a bathroom wonderful it 's really everything together nicey came nice I love bathroom my,positive
Eh . this for boyfriend my who is a beer lover . We once tried them for a six pack room temp and still had to wait for to it chill . I ’d rather just it an hour in the fridge instead give . Bought,negative
"This wasn't identified . as a item refurbished but it also wasn't either , listed as new that Perhaps simply . means Mine . had a battery defective which should have been caught in any process refurbishment certified it wasn't "" refurbished "" as an indication of a process refurbishment quality",negative
"n’t Did like . . that you have to cut the insulation dash to make it fit , not the as equipment original same What I did like Otherwise . easy to install is it was half the from the dealer and it fixed the problem price",positive
Striker is a small but works,positive
The lights do . . absolutely nothing Very disappointed with it,negative
Did n't even up . Was refunded after a week and the order then was cancelled . I love amazon but I was dissapointed . shop,negative
"So glad . . , as I am getting compliments on my skin and hair I bought this product I put it in tea morning my and it quickly melts in it",positive
"The pair I got clearly adds . -- . . to the signal noise audible I hear the noise and off on as the units starts and stops receiving a signal click I 'm also not crazy about the design asymmetric but that 's maybe somehow , convenient for some people . This might be the most negative ever I 've posted review the pair I got are just barely tolerable due to the noise",negative
These are not premium . . . . nor they are durable puppy old 14 week My has destroyed all of them I ’ve Don’t . Stick with Kong waste money your than I ever have before given more ball hair cuts this week,negative
"Super comfy . , !! , breathable and best of all , ... proof squat These fit as exactly expected sizing chart is accurate",positive
Noise cancelling not does work . . ! Earbud does not fit Very unhappy with this product,negative
Ours broke ! before we could even use it,negative
I really love . ... . ! these undies fabric Perfect as expected and fit concern only My is the elastic I wish there elastic more a bit little was quality,positive
"Poor quality fabric , very thin",negative
"son old 10 - year My receive . . . for Christmas the watch He frequently wore it and enjoyed features its It works very similar to the Fitbit . However , the watch will no longer charge The USB plug for the watch no longer I wish it had up longer held . works . Although it is considerably then the cheaper",negative
I have been using . . for years them I put them under a diaper cloth at night - or when we will be for periods extended out They hold a lot,positive
I got . . . as a gift Christmas for old my 9 year this but this car is is very and parts easily break fragile This car is fun . and fast However during the ten minutes first of use parts off and we are no longer able to steer the car broke He was very disappointed I would . think . an offroading remote control car would be plenty more durable and I was so I 'm it back for a refund sending,negative
"screen more Used . . . , both than was clean the screen not would . adhere Te one second near the button home Corners would not down on the screen first applied stay Would really a refund like",negative
This was the one . best of the three I tried for Superduty 1999 F350 my Still . had to add screw own my but could have been that hood my was a little off This one securely sits,positive
For support . to those who serve the line,positive
quality Decent which is in a pair of glasses this cheap rare,positive
Buyer ! . Terrible Look great but the time third I plugged phone my into the 10 cord ft the charge tip off and got stuck in phone my and I had a time hard it out getting came . I would say all reviews previous are bogus . beware,negative
"I wish . . it was a little louder but it nice , fits I thought the speaker with the buttons or spot would be uncomfortable but it was actually , comfortable",positive
"The top not does hold . . in place when in locked - and if you try to carry with handle , the top would me apart call but not would , recommend this item wished I not did purchased this item . Thought it would go with the mold silicon bundt pan to transfer goods",negative
NEVER RECIVED . THE ORDER HAD TO CANCEL SOME WHERE ELSE AND BUY,negative
"These seem . at first strange but I have , grown to love them . They don't up dry You . know you exactly have left life how much on them They are the . highlighter only I use",positive
Tried . . . today to pour gas using the spout and it leaks before it even starts pouring gasoline The mechanism to open the spout to pour is horribly off Better just using a funnel and completely removing the cap designed,negative
"Sorry . , but this pencil not did work for me if it is not the lapis but not well does work write very cut and the lines are not continuous I tried on devices several but always did the same",negative
Pretty good . . and old my 3 year likes squishing them Did what they were suppose to do,positive
"I removed . a star because this case is beginning to fray at the edges but I , like this case because it while still providing protection keeps paperwhite my slim and the style is but elegant , simple",positive
not really Does hold ... in place things feels like pants yoga was looking for something more like spanks,negative
i As soon as it arrives tried it and it started smoking,negative
I bought . . for friend my just who bought house first her this and she loved She . keeps it at work and has gotten compliments on it I would definitely recommend,positive
"Love . the jacket but the zipper was , broken when delivered",negative
Used . . for twins my two year kids ld during fireworks fantastic Worked One of them . lies now to wear them around the house,positive
"Ordered . . , a large but inside a small was the package package said large Totally useless to me",negative
"Nice . , exactly what the ad said",positive
One of the on the back connections electrical was damaged ! . This would have been dangerous to install,negative
The description said . . the color was tan I had a time hard the edges up to close lining as the plastic was bent a little on the half bottom but the one i got was green,negative
Loved . . the lead female is how fierce Would have given 5 stars that I had known there wasn't really a to this book because 2 book has the issues same conclusion,positive
Greatest invented since man created cheese ! 👍 thing,positive
Set well is packaged . and promptly arrived Oil receptacles are covers on each receptacle keep set neat sturdy ; no great -- spillage ! -- until of lighting time,positive
"Absolutely love . . . the look of these watershoes and feel I usually wear a US 9 size They aren’t like any other before I ’ve seen watershoes but I ’m , glad after reading the reviews other I went with a size smaller I ( got ) an 8.5 in these",positive
doesn't seem . to remove much of anything,negative
use . . . lots they Do not to carry the case RFID need enough to fit in a space small without the bulk Slim,positive
I don’t care . for the pick curved,negative
I typically use . . . . . a 7.5 size so I up to a 8 size went They didn’t have size my toes My great fit but the width was wider a little than I would like The material and quality is The color just is I ’m guessing a 7.5 would fit perfect nice . like shown in picture and durable . Will again if any issues while more wearing these come review,positive
Well made . . alternative Nice to plastic Very pretty . scent . Pleasant in our opinion Anti-static . seems to be true Only negative is that it may be to sculpt hairstyles precise due to thickness its and the teeth being together closer hard . difference . Noticeable,positive
"These are incredibly soft . . . . I use them for children my and they actually like them as is I so don’t , bother putting a case second over it The zipper is tiny but , strong product Great",positive
Smells great and great works,positive
"The motor out after 2 weeks . It just . Was n’t , dropped squeezed or anything abused stopped working . Just doesn’t anymore work burned",negative
This product claims to work with pacifier major most brand it doesn’t . Annoying but,negative
"dress . . Cute but a bit loose I am ' 8 145 , lbs and usually wear a medium . , 5 I ordered a medium and it was very loose at the waist it was I so had to in taken get it boxy I Other than that , received a ton of compliments",positive
great Worked . . to start but apart quickly fell Don’t waste money your,negative
Bright . . . . the electronics are But and it on & off frequently goes when you move it finicky up through skin your for uses dermatological e.g. ( hairs ) ingrown Lights Verrrrry I so rarely anymore use it frustrating,negative
It was to store music & or videos . difficult,negative
"Love . . . . the look and ease of installation No issue with in a town small / medium stations radio Have not into areas more rural but I will , update if issues are that when occurs found ventured Very satisfied with purchase",positive
"I that is an air popper . I bought mine in 2017 It now not well is . working It only can once you then , have to wait until the day next to do another use pop . . So not the kernals just there sit On the use second and burn good . for popping for lots of popcorn at one . :( loved",negative
"design . , . . great but quality poor some lights don't work manufacture assembly wrong",negative
n't Does help . me any better sleep and it has started leaking sand or it whatever is onto bed my in,negative
Not sure . . . . these are how warm but the XL size is fairly snug on hands bairly xl my The liner is also not to the fingers attached the liner will pull out of the shell If you aren't them off taking careful Based on this I would not them again get,negative
n’t as as I thought good Did work . Get the one more expensive,negative
Loved . . for the days first few this pillow But the stitching and I had to sew it . started undone to come after that Wish it was more a bit durable,negative
The spray is not as strong . as I needed it to be but it well works on things other,positive
Exactly . as described,positive
Some cotton liners are easy . . . like in an ( hour ) to deteriorate This one longer stays without loosing shape its The size is also good and wide,positive
"smaller . A little than I expected but it , does a job good at thoroughly cleaning brushes my Also . makes the process by faster go",positive
This product was not similar . . to the one I obtained from dentist my The 35 percent was the same but the consistency was different It burned gums my and made teeth my super sensitive,negative
I love ! . . the characters and town the authors have created thing favorite My is the relationship between Cee - cee and sisters her Great to a woman aged middle about finding truth her and living life best her read,positive
"I think . . this is just ok It 's very small however not all that , handy Not a . fan huge like the 's other who have left reviews",negative
Barely sticky . . and certainly won’t up the girls at all hoist What a disappointment,negative
The bracelet was lovely . . I got it for a birthday Friends problem Only was it came in bronze instead of silver and I had no time to returns still nice and nicely made,positive
material . Very cheap,negative
"It works . as a soap well enough but this one is a no for me go Consistency is . good . I would probably stars full except that I like I just washed face my with a can of cleaner Pledge furniture smell give It 's a . , scent very strong pungent and I 'm really , really not a fan . I 'll probably a one different scented down the road try",negative
"I was not disappointed . , with this scope in sight quick",positive
Bath mat Great feeling Quality Good Only would order several more . . wish . . they made a size larger,positive
This measuring cup is quality . good and is as exactly described,positive
"Phone great works . . . but the case is , crappy It 's super slick and basically make the phone slide right out of hand your after I bought it about a month I So now have a phone broken",negative
drapes . . Nice looking It is to find drapes pleated pinch these day so it was to find some at a price decent nice hard,positive
print . Cute we however haven’t finished the year school and the inside has ripped,negative
The book . ! best recently I have read I was The plot was centered around the witch but also about relations human trials engaged . From the page first to the last I . loved that every once in awhile there would a bit of information slightly that would change what was the direction of the story I thought be,positive
Super bright . . . Easy to use But they fine . work I believe the wires should be heavier,positive
"Wanted . . to use these in a craft mason jar but the battery box is so , large there no way to hide it with this set small of lights is one set Also didn't , work at all",negative
book . . . Great for what it was meant to inspire It is Great if you want a list of ideas to help you focused but not much deeper than that stay simple and to the point,positive
"So cute ! . . , unpackaged it , washed the crock . in with chicken and in plugged it Filled It has , a dent huge in the side so box wasn’t damaged I so assume it happened when packaged mad : A lot of money to pay for a product damaged",negative
The sequence on the dress doesn't look . anything like the picture Dress is too long,negative
"And of course sits on the skin not -- lots of icky scent perfume non-essential which implies to me it will contain only ingredients active needed for the effect described surrounding nostrils your so there no way to ignore it 's This is listed , on the box and in the Amazon ad as dermatologist tested . Suggest . . locally buying as I will do on from now so I can if the product smells too strong see",negative
"I liked . . . . a lot the beginning of this movie But I got and the plot never anywhere went , bored beyond that The actresses who play the aunts are fantastic and really bring those characters to life . I up - forwarding fast through the 3rd last of the movie because I just wanted the movie to be at that point over . ended I 'm an adult Kids , on the hand other , would probably this movie and style interesting its of animation like",negative
The connection on the headphone left doesn’t work .,negative
"NOT WOULD recommend . . . this item and the colors are not , vibrant with even using two bath bombs I have an tub average sized These bombs and the neither scent is are very small , about size golf ball",negative
Needed . . . for the fridge some notepads and liked this design They well hold and easily tear complaint Only is that it ’ll us like 6 years to go through 6 pads take . Wish they sold them in a bundle smaller,positive
quality . . Great and it looks really nice Relatively easy to put together and it is and sturdy nice,positive
Love . . it Nicely made,positive
Too dark . . Looks different then before,negative
"I love . . the scent and everything but I probably again won't , buy it from this store It leaked in the packaging and was literally everywhere Almost a 1 of it /8 was . gone because no one at their store bothered to sure the lid was way all the on make",negative
"We bought . . . for lunch daily 's our son these to reduce single - use plastic waste They are very nice and quite large The head is so don't plan on using them for soup but otherwise quite , functional shallow , a bit",positive
"I not 'll finish . the book since it just keeps on and on going ... details a little too many , personalities too complicated and just too , , much in general of everything",negative
Tastes disgusting and smells,negative
"The product as expected . However , the product did not fresh taste I am . used to receiving brittle in pieces thin flat not , blocks the product . , had a lot of the sugar at the bottom of the bag That said . Thanks arrived",negative
"Returned . Was nice but not the , style I wanted",negative
these cups are so cute . . well Worked for party third birthday 's my grandson as favors,positive
"Went . , . for a ride long and the sissy bar completely detached from the bike and i lost it on the highway very this was only day second my with the on the harley bar sissy unreliable",negative
"Pump was missing . . and the cow was , filthy What a disappointment",negative
Followed . . to the exact the directions and had peeling very minimal and feet my have plenty that should have off peeled trust me I twice tried it in a month just span and still almost in case nothing to peel . I won't this product again but,negative
Pills were to large for to me swallow and taste was awful,negative
"They are alright . . . I was disappointed because the pictures are misleading They are pants , regular shaped not like the picture where the inseam is lower and rounded",negative
"I bought . ! . . for son my these He said they really well "" work "" he does a lot of tailgating and home football parties They keep beer your cold for a time long without using a beer cozy I just ordered one for brother my for Christmas",positive
Pretty thin . . Won't work in dispenser,negative
"Thought . . . . I lost the one first I bought but , found it after I bought a replacement No matter I 'm glad to have two in case anything happens to it High quality . Ball bearing action is very . Under for the quality priced smooth construction",positive
